job_id,job_title,company_name,company_location,pay_range,job_level,employment_type,job_posted_date,industry
3995863381,Data Analyst,Twizweb,Canada,,Entry level,Full-time,2024-08-11 13:57:14,Marketing Services
3999761308,Junior Analytics Developer,VERB Interactive,"Montreal, Quebec, Canada",,Entry level,Full-time,2024-08-07 13:57:16,Non-profit Organizations and Primary and Secondary Education
4000544847,Data Analyst,IIQAFGROUP,"Ontario, Canada",,Entry level,Full-time,2024-08-13 16:57:16,Hospitality
3994962035,Junior Analytics Developer,VERB Interactive,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-08-07 13:57:18,Non-profit Organizations and Primary and Secondary Education
3866635991,Data Analytics with AWS,Zortech Solutions,Canada,,Entry level,Contract,2024-04-16 13:57:19,Human Resources Services
3994957918,Junior Analytics Developer,VERB Interactive,"Calgary, Alberta, Canada",,Entry level,Full-time,2024-08-07 13:57:20,Non-profit Organizations and Primary and Secondary Education
3888492448,Data Analyst,B3 Systems,"Toronto, Ontario, Canada",,Not Applicable,Full-time,2024-04-16 13:57:20,"Manufacturing, Software Development, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:57:21,Non-profit Organizations and Primary and Secondary Education
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:57:25,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:57:25,Banking
3995863381,Data Analyst,Twizweb,Canada,,Entry level,Full-time,2024-08-11 13:57:28,Marketing Services
3866635991,Data Analytics with AWS,Zortech Solutions,Canada,,Entry level,Contract,2024-04-16 13:57:29,Human Resources Services
3994957918,Junior Analytics Developer,VERB Interactive,"Calgary, Alberta, Canada",,Entry level,Full-time,2024-08-07 13:57:30,Non-profit Organizations and Primary and Secondary Education
3888492448,Data Analyst,B3 Systems,"Toronto, Ontario, Canada",,Not Applicable,Full-time,2024-04-16 13:57:31,"Manufacturing, Software Development, and Technology, Information and Internet"
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:57:31,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:57:32,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:57:34,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:57:38,"Software Development, Financial Services, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:57:39,Non-profit Organizations and Primary and Secondary Education
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:57:41,Non-profit Organizations and Primary and Secondary Education
4000544847,Data Analyst,IIQAFGROUP,"Ontario, Canada",,Entry level,Full-time,2024-08-13 16:57:44,Hospitality
3994962035,Junior Analytics Developer,VERB Interactive,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-08-07 13:57:44,Non-profit Organizations and Primary and Secondary Education
3866635991,Data Analytics with AWS,Zortech Solutions,Canada,,Entry level,Contract,2024-04-16 13:57:46,Human Resources Services
3994957918,Junior Analytics Developer,VERB Interactive,"Calgary, Alberta, Canada",,Entry level,Full-time,2024-08-07 13:57:46,Non-profit Organizations and Primary and Secondary Education
3888492448,Data Analyst,B3 Systems,"Toronto, Ontario, Canada",,Not Applicable,Full-time,2024-04-16 13:57:48,"Manufacturing, Software Development, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:57:50,Non-profit Organizations and Primary and Secondary Education
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:57:50,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:57:51,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:57:52,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:57:52,"Software Development, Financial Services, and Technology, Information and Internet"
3994962035,Junior Analytics Developer,VERB Interactive,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-08-07 13:57:54,Non-profit Organizations and Primary and Secondary Education
3866635991,Data Analytics with AWS,Zortech Solutions,Canada,,Entry level,Contract,2024-04-16 13:57:55,Human Resources Services
3994957918,Junior Analytics Developer,VERB Interactive,"Calgary, Alberta, Canada",,Entry level,Full-time,2024-08-07 13:57:56,Non-profit Organizations and Primary and Secondary Education
3888492448,Data Analyst,B3 Systems,"Toronto, Ontario, Canada",,Not Applicable,Full-time,2024-04-16 13:57:56,"Manufacturing, Software Development, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:58:00,Non-profit Organizations and Primary and Secondary Education
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:58:04,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:58:06,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:58:06,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:58:07,"Software Development, Financial Services, and Technology, Information and Internet"
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:58:08,Non-profit Organizations and Primary and Secondary Education
3866635991,Data Analytics with AWS,Zortech Solutions,Canada,,Entry level,Contract,2024-04-16 13:58:16,Human Resources Services
3994957918,Junior Analytics Developer,VERB Interactive,"Calgary, Alberta, Canada",,Entry level,Full-time,2024-08-07 13:58:18,Non-profit Organizations and Primary and Secondary Education
3888492448,Data Analyst,B3 Systems,"Toronto, Ontario, Canada",,Not Applicable,Full-time,2024-04-16 13:58:19,"Manufacturing, Software Development, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:58:19,Non-profit Organizations and Primary and Secondary Education
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:58:20,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:58:21,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:58:23,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:58:24,"Software Development, Financial Services, and Technology, Information and Internet"
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:58:27,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:58:28,Human Resources Services
3994957918,Junior Analytics Developer,VERB Interactive,"Calgary, Alberta, Canada",,Entry level,Full-time,2024-08-07 13:58:29,Non-profit Organizations and Primary and Secondary Education
3888492448,Data Analyst,B3 Systems,"Toronto, Ontario, Canada",,Not Applicable,Full-time,2024-04-16 13:58:30,"Manufacturing, Software Development, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:58:31,Non-profit Organizations and Primary and Secondary Education
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:58:31,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:58:33,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:58:34,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:58:35,"Software Development, Financial Services, and Technology, Information and Internet"
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:58:38,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:58:39,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:58:45,Banking
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:58:48,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:58:49,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:58:50,"Software Development, Financial Services, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:58:51,Non-profit Organizations and Primary and Secondary Education
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:58:52,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:58:53,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:58:55,Banking
3888463859,Big DATA Developer-Canada,Zortech Solutions,"Mississauga, Ontario, Canada",,Entry level,Full-time,2024-04-16 13:58:56,IT Services and IT Consulting
3921503294,Cloud Data Engineer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-05-16 13:58:57,Human Resources Services
3993757580,YVR Summer Data Science Internship,Asana,"Vancouver, British Columbia, Canada",,Internship,Internship,2024-08-07 13:58:58,Software Development
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:59:01,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:59:02,"Software Development, Financial Services, and Technology, Information and Internet"
3994956917,Junior Analytics Developer,VERB Interactive,"Halifax, Nova Scotia, Canada",,Entry level,Full-time,2024-08-07 13:59:03,Non-profit Organizations and Primary and Secondary Education
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:59:03,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:59:05,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:59:06,Banking
3888463859,Big DATA Developer-Canada,Zortech Solutions,"Mississauga, Ontario, Canada",,Entry level,Full-time,2024-04-16 13:59:06,IT Services and IT Consulting
3921503294,Cloud Data Engineer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-05-16 13:59:07,Human Resources Services
3993757580,YVR Summer Data Science Internship,Asana,"Vancouver, British Columbia, Canada",,Internship,Internship,2024-08-07 13:59:08,Software Development
3971395541,Data Analyst Intern,Klue,"Vancouver, British Columbia, Canada","CA$44,000.00/yr - CA$44,700.00/yr",Internship,Other,2024-07-15 13:59:09,Software Development
3965557134,Python Data Analyst,TV2 Consulting,"Toronto, Ontario, Canada",,Mid-Senior level,Full-time,2024-07-15 13:59:11,Non-profit Organizations and Primary and Secondary Education
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:59:12,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:59:14,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:59:14,"Software Development, Financial Services, and Technology, Information and Internet"
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:59:15,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:59:16,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:59:17,Banking
3888463859,Big DATA Developer-Canada,Zortech Solutions,"Mississauga, Ontario, Canada",,Entry level,Full-time,2024-04-16 13:59:19,IT Services and IT Consulting
3921503294,Cloud Data Engineer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-05-16 13:59:21,Human Resources Services
3993757580,YVR Summer Data Science Internship,Asana,"Vancouver, British Columbia, Canada",,Internship,Internship,2024-08-07 13:59:22,Software Development
3985100808,Big Data Engineer - Contract - Banking - Hybrid (Toronto) - $80.00 p/h inc.,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-31 13:59:25,Banking
3993624380,Data Analyst,Safyre Labs – Jewlr,"Greater Toronto Area, Canada",,Associate,Full-time,2024-08-08 13:59:26,"Retail Luxury Goods and Jewelry, Online and Mail Order Retail, and Retail"
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:59:27,"Software Development, Financial Services, and Technology, Information and Internet"
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:59:28,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:59:29,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:59:29,Banking
3888463859,Big DATA Developer-Canada,Zortech Solutions,"Mississauga, Ontario, Canada",,Entry level,Full-time,2024-04-16 13:59:30,IT Services and IT Consulting
3921503294,Cloud Data Engineer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-05-16 13:59:32,Human Resources Services
3993757580,YVR Summer Data Science Internship,Asana,"Vancouver, British Columbia, Canada",,Internship,Internship,2024-08-07 13:59:32,Software Development
3971395541,Data Analyst Intern,Klue,"Vancouver, British Columbia, Canada","CA$44,000.00/yr - CA$44,700.00/yr",Internship,Other,2024-07-15 13:59:33,Software Development
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:59:35,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:59:37,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:59:38,Banking
3888463859,Big DATA Developer-Canada,Zortech Solutions,"Mississauga, Ontario, Canada",,Entry level,Full-time,2024-04-16 13:59:39,IT Services and IT Consulting
3921503294,Cloud Data Engineer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-05-16 13:59:39,Human Resources Services
3993757580,YVR Summer Data Science Internship,Asana,"Vancouver, British Columbia, Canada",,Internship,Internship,2024-08-07 13:59:41,Software Development
3971395541,Data Analyst Intern,Klue,"Vancouver, British Columbia, Canada","CA$44,000.00/yr - CA$44,700.00/yr",Internship,Other,2024-07-15 13:59:42,Software Development
3999761308,Junior Analytics Developer,VERB Interactive,"Montreal, Quebec, Canada",,Entry level,Full-time,2024-08-07 13:59:42,Non-profit Organizations and Primary and Secondary Education
3996268691,Senior Data Scientist,Fusemachines,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-08-08 13:59:43,Internet Publishing
3945927713,"Data Engineer-SQL, Python, ETL- Canada",Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-06-15 13:59:44,IT Services and IT Consulting
3997087686,"Data Analyst, Capital",Stripe,Canada,,Mid-Senior level,Full-time,2024-08-09 13:59:48,"Software Development, Financial Services, and Technology, Information and Internet"
3971348455,AI/ML Developer,Novapulse AI,Canada,,Mid-Senior level,Full-time,2024-07-15 13:59:48,Non-profit Organizations and Primary and Secondary Education
3834031780,Bigdata Spark/Scala Developer,Zortech Solutions,"Toronto, Ontario, Canada",,Entry level,Full-time,2024-03-17 13:59:49,Human Resources Services
3983434888,Big Data Developer - Credit Risk - Contract - Banking,CorGTA Inc.,"Toronto, Ontario, Canada",,Mid-Senior level,Contract,2024-07-24 13:59:51,Banking
3888463859,Big DATA Developer-Canada,Zortech Solutions,"Mississauga, Ontario, Canada",,Entry level,Full-time,2024-04-16 13:59:52,IT Services and IT Consulting
